,Unnamed: 0,Username,Tweet,Polarity,Tweet_Tune,clean_tweet
98,98,scarpenter1963,"Private gun owners:
Wouldn’t you be willing to give up your AR-15s if it would bring those 19 children back?",0.0833333333333333,1,Private gun owners  Wouldn t you be willing to give up your AR   s if it would bring those    children back 
99,99,Jennife58996304,"Listen, shitlibs, the only answer to a bad guy with a gun is a good guy with a gun* 

*unless, of course, the good guys with the guns just decide to hang out outside while the bad guy when the gun murders children",3.7007434154171876e-17,1,Listen  shitlibs  the only answer to a bad guy with a gun is a good guy with a gun     unless  of course  the good guys with the guns just decide to hang out outside while the bad guy when the gun murders children
100,100,Ted18641,"The 2nd Amdt allows reasonable gun safety regulation. It does not give anyone the right to carry assault rifles, purchase a gun without a violent criminal background check or carry guns into public schools or govt buildings. SCOTUS, led by Justice Scalia, was emphatic on this.",-0.119047619047619,-1,The  nd Amdt allows reasonable gun safety regulation  It does not give anyone the right to carry assault rifles  purchase a gun without a violent criminal background check or carry guns into public schools or govt buildings  SCOTUS  led by Justice Scalia  was emphatic on this 
101,101,Viror12,"VIDEO: Dora Mendoza, whose 10-year-old granddaughter was killed in the Robb Elementary School shooting in Uvalde, Texas, pleads with authorities to address the country's gun violence epidemic: ""Do something about it, I beg you"" https://t.co/tRp1iK3D3J",0.0499999999999999,1,VIDEO  Dora Mendoza  whose    year old granddaughter was killed in the Robb Elementary School shooting in Uvalde  Texas  pleads with authorities to address the country s gun violence epidemic   Do something about it  I beg you     t co tRp iK D J
102,102,DausyQ,"Jefferson students engage in a walk out to protest gun violence and demand action from Congress. “I should be writing my final ESSAY not my final WILL,” read a sign. https://t.co/VdcCxxW8Fu",0.0333333333333333,1,Jefferson students engage in a walk out to protest gun violence and demand action from Congress   I should be writing my final ESSAY not my final WILL   read a sign     t co VdcCxxW Fu
103,103,virgopixie,"europeans will prove time and time again that they have no empathy for serious issues within the U.S, such as gun violence. i promise you if we wanted to leave we would have... go fuck yourself",-0.2444444444444444,-1,europeans will prove time and time again that they have no empathy for serious issues within the U S  such as gun violence  i promise you if we wanted to leave we would have    go fuck yourself
104,104,lgcomin,Criminals love strict gun laws.,0.5,1,Criminals love strict gun laws 
105,105,Lisatheeditor,@damon0708 @TomiLahren What the Senate will or will not do has no bearing whatsoever on the fact that we NEED gun control.,0.0,0,  What the Senate will or will not do has no bearing whatsoever on the fact that we NEED gun control 
106,106,jazzalh,the time i went on a date with this guy &amp; he dropped his conceal &amp; carry gun on the floor as we were leaving the restaurant…,0.0,0,the time i went on a date with this guy  amp  he dropped his conceal  amp  carry gun on the floor as we were leaving the restaurant 
107,107,DBistoli,Ok. @Noahpinion Brought up a point that I’ve been thinking about. Making laws for AR 15 even tho most gun deaths are handguns. We need to do this. I know it seems impossible. But this particular weapon holds a special danger. It is a weapon of terror and massacre.,0.0892857142857143,1,Ok   Brought up a point that I ve been thinking about  Making laws for AR    even tho most gun deaths are handguns  We need to do this  I know it seems impossible  But this particular weapon holds a special danger  It is a weapon of terror and massacre 
108,108,KarenDi95261360,@StephHoover8 When i was in high school we had loaded hunting rifles in the back glass and unlocked trucks..no guns stolen and no school shootings..Its not a gun problem the world has changed..,0.08,1, When i was in high school we had loaded hunting rifles in the back glass and unlocked trucks  no guns stolen and no school shootings  Its not a gun problem the world has changed  
109,109,BLEEDlNGSUN,"Don’t be fooled, this person supported gun rights two days ago. Just because they’re willing to throw their homophobe friend under the bus doesn’t mean they’re not a bad person.",0.0958333333333333,1,Don t be fooled  this person supported gun rights two days ago  Just because they re willing to throw their homophobe friend under the bus doesn t mean they re not a bad person 
110,110,AGAMEOFSSHADOWS,"Wait, you mean people are shooting people in ""gun-free"" zones? What, did they NOT see the signs posted?!",-0.390625,-1,Wait  you mean people are shooting people in  gun free  zones  What  did they NOT see the signs posted  
111,111,NGrandpa69,"@CurtisHouck Were the kids in that school being invaded by another school, bombing their homes and killing their families?

Do you understand how incredibly fvcking STUPID you sound yet?

Crawl back into your gun cellar, moron.

Go away.

#GunControlNow #EnoughIsEnough https://t.co/9pXKTwrtq1",-0.0599999999999999,-1, Were the kids in that school being invaded by another school  bombing their homes and killing their families   Do you understand how incredibly fvcking STUPID you sound yet   Crawl back into your gun cellar  moron   Go away   #GunControlNow #EnoughIsEnough    t co  pXKTwrtq 
112,112,Joel37143212,Conservatives saying banning guns won't stop gun violence but banning abortions will stop unwanted pregnancies is some spectacular Republican logic.,0.6,1,Conservatives saying banning guns won t stop gun violence but banning abortions will stop unwanted pregnancies is some spectacular Republican logic 
113,113,MarvinAlexis0,I’m a gun owner &amp; a big gun-rights advocate. I met @davidhogg111 this week. We had a great conversation. We disagree more than we agree. But I’ll be marching with David &amp; everyone else on June 11th. Because we need to come together &amp; TRY to work together to fix this. Join us.👇,0.4333333333333333,1,I m a gun owner  amp  a big gun rights advocate  I met  this week  We had a great conversation  We disagree more than we agree  But I ll be marching with David  amp  everyone else on June   th  Because we need to come together  amp  TRY to work together to fix this  Join us  
114,114,nielslesniewski,"In response to questions about why there's no interagency task force on gun violence, @PressSec says there's a ""whole of government approach"" led by Amb. Susan Rice.",0.2,1,In response to questions about why there s no interagency task force on gun violence   says there s a  whole of government approach  led by Amb  Susan Rice 
115,115,Jennife13130751,Prime Minister @JustinTrudeau says in the coming weeks his government will take new steps on gun control in Canada. #cdnpoli,0.1363636363636363,1,Prime Minister  says in the coming weeks his government will take new steps on gun control in Canada  #cdnpoli
116,116,crazynakedbaby,@MargeUlmer @jtlarsen WV voters don't want more  gun laws. If they did Manchin would be voting for them.,0.5,1,  WV voters don t want more  gun laws  If they did Manchin would be voting for them 
117,117,juniperjulip,"Bullshit.
Countries like Australia that have imposed strict gun control cut the instance of gun murders by 70%.",0.0,0,Bullshit  Countries like Australia that have imposed strict gun control cut the instance of gun murders by     
118,118,Analisa_Swan,It is utterly illogical and immoral that the Republican Party refuses to acknowledge the lessons of other countries who have successfully curbed gun violence. Common sense gun safety reforms work. All the evidence we need is in virtually every other developed nation in the world.,0.05,1,It is utterly illogical and immoral that the Republican Party refuses to acknowledge the lessons of other countries who have successfully curbed gun violence  Common sense gun safety reforms work  All the evidence we need is in virtually every other developed nation in the world 
119,119,SurferSolar,"@AimingHigher11 @RpsAgainstTrump @Berlidge They wouldn't even entertain a conversation. They just forcibly removed Beto from the event.

That just goes to show you the depths of denial Republicans will go to in protecting THEIR interests--the gun lobby &amp; industry. Are we tired enough? #VoteBlueToSaveOurKids #VoteBlue2022 https://t.co/ELiARzVDKZ",0.0333333333333333,1,   They wouldn t even entertain a conversation  They just forcibly removed Beto from the event   That just goes to show you the depths of denial Republicans will go to in protecting THEIR interests  the gun lobby  amp  industry  Are we tired enough  #VoteBlueToSaveOurKids #VoteBlue        t co ELiARzVDKZ
120,120,Alargos63,"These kinds of mass shootings rarely happen anywhere else in the world.

Why are we willing to live with this carnage? Where in God's name is our backbone to have the courage to stand up to the gun lobby? 

It is time to turn this pain into action.",0.1965909090909091,1,These kinds of mass shootings rarely happen anywhere else in the world   Why are we willing to live with this carnage  Where in God s name is our backbone to have the courage to stand up to the gun lobby    It is time to turn this pain into action 
121,121,mikhlin,Washington's Cascade Mountains are critical location in 'Top Gun: Maverick'  https://t.co/P1BW9jkxjM,0.25,1,Washington s Cascade Mountains are critical location in  Top Gun  Maverick      t co P BW jkxjM
122,122,RockitReports,"Momay--former mega star of Electric Blue--retakes the stage in what's now @XBangkok a bit gun shy, a but tentative, but still godlike in form #patpong #patpongnightlife #bangkoknightlife #bangkokseven #BKK7 #Bangkok #Thailand #Thaigirls #asiangirlsonly #gogobar #RedLightDistrict https://t.co/P8wPshjb60",-0.5,-1,Momay  former mega star of Electric Blue  retakes the stage in what s now  a bit gun shy  a but tentative  but still godlike in form #patpong #patpongnightlife #bangkoknightlife #bangkokseven #BKK  #Bangkok #Thailand #Thaigirls #asiangirlsonly #gogobar #RedLightDistrict    t co P wPshjb  
123,123,BrittanyAmofah,"Before a consideration of disarming the police occurs, stronger gun control laws are needed. 

Not referring to the U.S; I'm speaking of gun control laws right here in Canada. This must be part of police reform conversations.",0.2857142857142857,1,Before a consideration of disarming the police occurs  stronger gun control laws are needed    Not referring to the U S  I m speaking of gun control laws right here in Canada  This must be part of police reform conversations 
124,124,HenryJGomez,"Interesting exchange in the briefing room, as @PressSec notes that Biden has experience with gun control, having been at Obama’s side during Newtown.

“Isn’t that an indictment, not a plus?” @shearm asks, if Biden has been working on this so long with few results",0.0833333333333333,1,Interesting exchange in the briefing room  as  notes that Biden has experience with gun control  having been at Obama s side during Newtown    Isn t that an indictment  not a plus    asks  if Biden has been working on this so long with few results
125,125,DerechinMatt,"@BillyCorben I understand nostalgia and that Top Gun has a recognizable name/brand, but I remember the first top gun as a dumb, pretty bad movie. Am I the only one?",0.084375,1, I understand nostalgia and that Top Gun has a recognizable name brand  but I remember the first top gun as a dumb  pretty bad movie  Am I the only one 
126,126,kataurama,"This is big news. Don't let Republicans say they are the party of law and order and national security. They blocked this because it would also go after white supremacists, who are part of their base.",-0.2666666666666666,-1,This is big news  Don t let Republicans say they are the party of law and order and national security  They blocked this because it would also go after white supremacists  who are part of their base 
127,127,Uh_huh_honey,"#BREAKING: Police are searching the school, but the report of a person with a gun has not been confirmed, police spokesman Sgt. Enrique Carrillo said.

https://t.co/XSt5IwTPTa",0.4,1,#BREAKING  Police are searching the school  but the report of a person with a gun has not been confirmed  police spokesman Sgt  Enrique Carrillo said      t co XSt IwTPTa
128,128,MoralityPLS,"@jaketapper you always get ppl on that mislead or lie. did ur guest just say banning ar15s would be affective for this one but most mass shooters use handguns? Set us straight on that. a gunsafety specialist in the 1990s, left his gun ""hidden"" for his son to kill his best friend",0.3066666666666666,1, you always get ppl on that mislead or lie  did ur guest just say banning ar  s would be affective for this one but most mass shooters use handguns  Set us straight on that  a gunsafety specialist in the     s  left his gun  hidden  for his son to kill his best friend
129,129,ritzyzoo,"Hey @tedcruz @SenTedCruz this is Jaime, my daughter who I visit at a cemetery.  On behalf of Jaime, shut the fuck up!!!  Stop telling people like me not to talk about gun violence.  This video makes clear what a low life jerk you are.  I AM NOT GOING AWAY TED UNTIL YOU ARE GONE! https://t.co/yV2EcoCtdj",-0.2270833333333333,-1,Hey   this is Jaime  my daughter who I visit at a cemetery   On behalf of Jaime  shut the fuck up     Stop telling people like me not to talk about gun violence   This video makes clear what a low life jerk you are   I AM NOT GOING AWAY TED UNTIL YOU ARE GONE     t co yV EcoCtdj
130,130,three1st_names,Will be fun to observe the 1:1 correspondence between people who insist business owners can’t require masks and those who say they can require notepadlessness or Texan accents.,0.3,1,Will be fun to observe the     correspondence between people who insist business owners can t require masks and those who say they can require notepadlessness or Texan accents 
131,131,D_HITCH,@SciRocker @IAmJohnAles Can’t buy a beer but can buy a machine gun.,0.0,0,  Can t buy a beer but can buy a machine gun 
132,132,jerseybigjim,@GOP 👇🏻@NRA 👇🏻Good guy with a gun?,0.0,0,      Good guy with a gun 
133,133,tracyasnyder,".@TomCostelloNBC looks at other countries that responded to mass shootings with new gun laws.

His colleague @KeirSimmons says that kids in the U.K., including his own, “don’t worry about the dangers of going to school.”
https://t.co/6WslNujycH",0.2037878787878787,1,  looks at other countries that responded to mass shootings with new gun laws   His colleague  says that kids in the U K   including his own   don t worry about the dangers of going to school      t co  WslNujycH
134,134,JOHNKOSMAC6,Can’t stop thinking of the poor families in Texas tonight. And the other 100+ families of those killed in gun violence since Friday. God Bless Them. ♥️,-0.2416666666666667,-1,Can t stop thinking of the poor families in Texas tonight  And the other      families of those killed in gun violence since Friday  God Bless Them    
135,135,JimAmerica4,"@MamaKay_G @Robb_Texan @Chaz11963 @LinaHidalgoTX Stricter gun laws do not make us safer. Ask the residents of Chicago, LA, New York, etc",0.1363636363636363,1,    Stricter gun laws do not make us safer  Ask the residents of Chicago  LA  New York  etc
136,136,faithm40,"I’ve seen a lot of childless people posting shit about “arm our teachers”, I can’t imagine having a gun in the classroom with my autistic daughter along with all of the other disabled children in there. There’s so many backwards things about that theory.",-0.045,-1,I ve seen a lot of childless people posting shit about  arm our teachers   I can t imagine having a gun in the classroom with my autistic daughter along with all of the other disabled children in there  There s so many backwards things about that theory 
137,137,meehawl,"""Pretty striking how gun buying jumped sharply after a Black man was elected president."" https://t.co/0fzg1yK6tC",0.1145833333333333,1, Pretty striking how gun buying jumped sharply after a Black man was elected president      t co  fzg yK tC
138,138,StaySafeEvry1,"To get a wheelchair I need to get around and survive, I have to:

-Submit a report from a physical therapist
-Get approval from vendor
-Get approval from insurance
-Fight insurance denials
-Wait 6 months-1 year

America has makes it harder to get a wheelchair than a gun",-0.05,-1,To get a wheelchair I need to get around and survive  I have to    Submit a report from a physical therapist  Get approval from vendor  Get approval from insurance  Fight insurance denials  Wait   months   year  America has makes it harder to get a wheelchair than a gun
139,139,giuseppe40oz,"@DadBluey Why automaton assume that someone is against gun reform and make such accusations? Even if somebody is against gun reform, which I’m not, that doesn’t mean they are for the murder of kids. It’s an stupid comment and a logical fallacy.",-0.2156249999999999,-1, Why automaton assume that someone is against gun reform and make such accusations  Even if somebody is against gun reform  which I m not  that doesn t mean they are for the murder of kids  It s an stupid comment and a logical fallacy 
140,140,BlondeFitz85,"We met with Senator Manchin’s staff last month and implored them to re-introduce the Manchin-Toomey bill. 

We were told they had multiple other priorities.",-0.0416666666666666,-1,We met with Senator Manchin s staff last month and implored them to re introduce the Manchin Toomey bill    We were told they had multiple other priorities 
141,141,realrkwest,"Every action the killer took, from buying the guns right up until he pulled the trigger, was completely legal. Existing laws do nothing to prevent these tragedies. The only way to prevent this from happening again are new laws specifically aimed at gun ownership.",0.1444155844155843,1,Every action the killer took  from buying the guns right up until he pulled the trigger  was completely legal  Existing laws do nothing to prevent these tragedies  The only way to prevent this from happening again are new laws specifically aimed at gun ownership 
142,142,gul_maga,"@OANN We have to STOP gun violence. If we just look back only one month, we can see and realize gun violence. Lives are more important than the second amendment. I also understand that we have mental problems in society. Therefore, psychos should not have easy access to deadly weapons.",0.1291666666666666,1, We have to STOP gun violence  If we just look back only one month  we can see and realize gun violence  Lives are more important than the second amendment  I also understand that we have mental problems in society  Therefore  psychos should not have easy access to deadly weapons 
143,143,brainvomit1313,"As a paramedic, I 100% endorse this thread.",0.0,0,As a paramedic  I      endorse this thread 
144,144,just_juvy,Atp lock up both political parties and let’s start fresh…,0.0,0,Atp lock up both political parties and let s start fresh 
145,145,stillost,"Bullshit.
Countries like Australia that have imposed strict gun control cut the instance of gun murders by 70%.",0.0,0,Bullshit  Countries like Australia that have imposed strict gun control cut the instance of gun murders by     
146,146,RobertC36441014,@benshapiro The best way to stop all the mayhem about gun violence is to do what they are doing with the Susanna trial. Shut everyone up including the head of the FBI.,1.0,1, The best way to stop all the mayhem about gun violence is to do what they are doing with the Susanna trial  Shut everyone up including the head of the FBI 
147,147,Observa35589017,Hillary Clinton Rallies America To Change Gun Laws For Our Children https://t.co/o3yMMZra1y,0.0,0,Hillary Clinton Rallies America To Change Gun Laws For Our Children    t co o yMMZra y
148,148,ashtom876,"I recently met a woman who hunts dear with a bow and arrow. Now every time I hear the “I use guns for hunting” argument, I’m going to say “oh you use a gun? I guess you aren’t as hard core as Jennifer”",-0.1458333333333333,-1,I recently met a woman who hunts dear with a bow and arrow  Now every time I hear the  I use guns for hunting  argument  I m going to say  oh you use a gun  I guess you aren t as hard core as Jennifer 
149,149,LizChan43643797,@me060943 @POTUS The problem you’d know it! Biggest gun problems are in Dem inner cities Eg Chicago where shootings are common place 800 killed last year in Chicago shootings! #Democrats never stop this! Instead they continue with soft on crime coddle the criminal policies while attacking law&gt;,-0.1333333333333333,-1,  The problem you d know it  Biggest gun problems are in Dem inner cities Eg Chicago where shootings are common place     killed last year in Chicago shootings  #Democrats never stop this  Instead they continue with soft on crime coddle the criminal policies while attacking law gt 
150,150,bobby_chapz,Let’s prove a point: retweet if you support background checks on all gun sales.,0.0,0,Let s prove a point  retweet if you support background checks on all gun sales 
151,151,stacyleeme1994,"""I said, 'What on Earth are you talking about? They’ve been in the Army for three months. They’ve only held a gun once.'”

One Russian mother tells @BBCSteveR the remarkable story of how she saved her sons from the war in Ukraine. For @BBCNews at 10 (Camera/edit @LizaVereykina) https://t.co/bRTOJUAJhh",0.25,1, I said   What on Earth are you talking about  They ve been in the Army for three months  They ve only held a gun once     One Russian mother tells  the remarkable story of how she saved her sons from the war in Ukraine  For  at     Camera edit      t co bOJUAJhh
152,152,Michefielding,Every student at every school in America should walk out of class and refuse to go back until we have sensible gun laws. Fuck this shit.,-0.2,-1,Every student at every school in America should walk out of class and refuse to go back until we have sensible gun laws  Fuck this shit 
153,153,ciaraneng,@L3X1P @NivShechter @suhel @JoeBiden I think most reasonable gun owners would accept that.,0.35,1,    I think most reasonable gun owners would accept that 
154,154,MonkeySensei77,BREAKING: Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate.,0.0,0,BREAKING  Republicans just blocked a bill that would have opened debate on gun reform measures and domestic terrorism prevention in the Senate 
155,155,CinnaStyr,"ME: (being eaten alive) HELP ME! I'M BEING EATEN BY A CROCODILE!

GUN EXPERT: Actually, that's an alligator.  

ME: FOR THE LOVE OF GOD JUST GET HELP. 

GUN EXPERT: ...You can tell by the rounded u-shaped snout.",-0.0234375,-1,ME   being eaten alive  HELP ME  I M BEING EATEN BY A CROCODILE   GUN EXPE  Actually  that s an alligator     ME  FOR THE LOVE OF GOD JUST GET HELP    GUN EXPE     You can tell by the rounded u shaped snout 
156,156,StackhouseSarah,"Wait, so gun control laws aren’t going to help prevent shootings but laws against abortion are supposed to stop abortions?",0.0,0,Wait  so gun control laws aren t going to help prevent shootings but laws against abortion are supposed to stop abortions 
157,157,enchantedharlot,"@ShortyTheCorgi @JoJoFromJerz I believe the saying goes ""The only thing that STOPS a bad guy with a gun is a good guy with a gun.""
Not ""Good guy with gun and body armor murdered in shootout."" 
No one is saying he's not a hero. Despite his heroic acts, the issue remains an armed guard couldn't stop it.",0.07,1,  I believe the saying goes  The only thing that STOPS a bad guy with a gun is a good guy with a gun   Not  Good guy with gun and body armor murdered in shootout    No one is saying he s not a hero  Despite his heroic acts  the issue remains an armed guard couldn t stop it 
158,158,Cgoinggal,The easiest way to protect school children from gun violence is to restrict access to guns. The safest way to protect children from gun violence is to restrict access to guns. The most COST EFFECTIVE way to protect children from gun violence is to RESTRICT ACCESS TO GUNS!,0.625,1,The easiest way to protect school children from gun violence is to restrict access to guns  The safest way to protect children from gun violence is to restrict access to guns  The most COST EFFECTIVE way to protect children from gun violence is to RESTRICT ACCESS TO GUNS 
159,159,swartz_al,The classmates of the slaughtered Uvalde students are too young to be activists for gun safety. But you can be their activist. You can be their voice. It starts by registering to vote &amp; voting to protect the kids who are still with us. Will you do that? https://t.co/nNbabUFqUV,0.1,1,The classmates of the slaughtered Uvalde students are too young to be activists for gun safety  But you can be their activist  You can be their voice  It starts by registering to vote  amp  voting to protect the kids who are still with us  Will you do that     t co nNbabUFqUV
160,160,hedesfest,WHAT THE HELL,0.0,0,WHAT THE HELL
161,161,CCVesia,"The party of open borders, defunding the police, no cash bail, and releasing thousands of violent criminals early - want you to know they’re really concerned about gun crimes now.",-0.125,-1,The party of open borders  defunding the police  no cash bail  and releasing thousands of violent criminals early   want you to know they re really concerned about gun crimes now 
162,162,DougWalsh72,"@LtheHeard @Whyknotpat1 @PrincessBravato @Gmanc95Castillo And no, the pro gun crowd does not “outnumber” us. That’s just ridiculous.",-0.3333333333333333,-1,    And no  the pro gun crowd does not  outnumber  us  That s just ridiculous 
163,163,longo213,the people most likely to say gun control can't fix a mental health issue are also the least likely to make mental health care easier to access for people who need it,4.625929269271485e-18,1,the people most likely to say gun control can t fix a mental health issue are also the least likely to make mental health care easier to access for people who need it
164,164,Thee_Instig8or,"@vanillatary @FionaSmall If you look how quickly other countries got new gun laws implemented, it’s no mystery that these laws don’t need to take a long time.",-0.0128787878787878,-1,  If you look how quickly other countries got new gun laws implemented  it s no mystery that these laws don t need to take a long time 
165,165,belseykass3,ARE WE REALLY SURPRISED #RepublicansAreTheProblem #RepublicansHaveBloodOnTheirHands,0.1,1,ARE WE REALLY SURPRISED #RepublicansAreTheProblem #RepublicansHaveBloodOnTheirHands
166,166,hypocrisyplanet,A majority of gun deaths are via suicide. There’s a reason they don’t separate this and lump it all together as “gun deaths.” Mental health crisis.,-0.1,-1,A majority of gun deaths are via suicide  There s a reason they don t separate this and lump it all together as  gun deaths   Mental health crisis 
167,167,TADavis28966282,"This is ONE of the many reasons you shouldn't vote for the GQP
👇👇 https://t.co/pUgbzsu5Do",0.5,1,This is ONE of the many reasons you shouldn t vote for the GQP       t co pUgbzsu Do
168,168,Rights4Patients,"@leslibless Yes, there are gun shops online but you must pick it up at a qualified dealer.",0.0,0, Yes  there are gun shops online but you must pick it up at a qualified dealer 
169,169,annasbrew2015,"@patriottakes Hey, Republicans? THIS is what a mental illness that should preclude gun ownership looks like.",-0.1,-1, Hey  Republicans  THIS is what a mental illness that should preclude gun ownership looks like 
170,170,sayinthetruth_,Why are the GOP accepting all this political donations from the NRA? Is it a coincidence that republicans keep blocking gun safety measures? Are they paid off? You decide. Here is a list of rep and dems who received money. You decide https://t.co/yGgZkqPCpS,0.0,0,Why are the GOP accepting all this political donations from the NRA  Is it a coincidence that republicans keep blocking gun safety measures  Are they paid off  You decide  Here is a list of rep and dems who received money  You decide    t co yGgZkqPCpS
171,171,DeethaBug,Gun laws will never happen here in America stop pretending like y’all forget where we really are,0.2,1,Gun laws will never happen here in America stop pretending like y all forget where we really are
172,172,CKPolitics23,"Fwiw, Manchin told me this quote just over a week after Parkland in 2018:

“It feels a little different. I’ve got grandchildren also in the school systems, and I understand the concerns that every parent and grandparent has.”",-0.09375,-1,Fwiw  Manchin told me this quote just over a week after Parkland in         It feels a little different  I ve got grandchildren also in the school systems  and I understand the concerns that every parent and grandparent has  
173,173,cd2action,The only thing that can stop a bad guy with a gun is a good guys voting every NRA backed politician the hell out in November.,3.7007434154171876e-17,1,The only thing that can stop a bad guy with a gun is a good guys voting every NRA backed politician the hell out in November 
174,174,stevene13337376,This is amazing. The kids are leading…,0.6000000000000001,1,This is amazing  The kids are leading 
175,175,PaHouseDems,"Via @MikeGorsegner at @CBS21NEWS -- Republicans vote down gun safety bills again 

https://t.co/h4KhieNchB",-0.1555555555555555,-1,Via  at     Republicans vote down gun safety bills again      t co h KhieNchB
176,176,Edg808080,@JavierV53969124 @Caryn60443151 @DonaldJTrumpJr And if he didn’t have that AR they would still be scrubbing his brains off the street. Cause the lunatic with the hand gun was about to blow his brains out. Self defense. That’s why no charges.,0.0,0,   And if he didn t have that AR they would still be scrubbing his brains off the street  Cause the lunatic with the hand gun was about to blow his brains out  Self defense  That s why no charges 
177,177,TheRealBruce87,"Restricting gun rights is not the answer.

Look at Chicago.",0.0,0,Restricting gun rights is not the answer   Look at Chicago 
178,178,SleeplessInSCal,"Dear CEOS of gun manufacturers, please stop making and selling AR-15s. Just do the right thing.",0.2857142857142857,1,Dear CEOS of gun manufacturers  please stop making and selling AR   s  Just do the right thing 
179,179,ArtKigen,"Wait, so gun control laws aren’t going to help prevent shootings but laws against abortion are supposed to stop abortions?",0.0,0,Wait  so gun control laws aren t going to help prevent shootings but laws against abortion are supposed to stop abortions 
180,180,1776READY,"@hodgetwins You cannot equate killing a defenseless child to having a weapon to protect life and family. 
Pro-choice means you agree with murdering the most innocent.
Why can we not agree criminals don't follow your gun laws.",0.1999999999999999,1, You cannot equate killing a defenseless child to having a weapon to protect life and family   Pro choice means you agree with murdering the most innocent  Why can we not agree criminals don t follow your gun laws 
181,181,bigdaddybowwow1,"@KaciStahl @Carefulcow @ronancomics @LordBWithMe @AOC If you don’t want a gun, don’t buy one, but don’t force your beliefs on other people.
Gun rights r outlined within the United States Constitution. It is a Constitutionally protected God-given right. Abortion is no where 2 b found in the Constitution. It’s a political tool (Cont)",0.0535714285714285,1,     If you don t want a gun  don t buy one  but don t force your beliefs on other people  Gun rights r outlined within the United States Constitution  It is a Constitutionally protected God given right  Abortion is no where   b found in the Constitution  It s a political tool  Cont 
182,182,justcurious1313,"Wow. Wow. Wow. This opener by Jimmy Kimmel is a gut punch. He's crying, he's raging and he's saying ""let's make sure that not one of these [pro-gun] politicians holds office ever again.""",0.12,1,Wow  Wow  Wow  This opener by Jimmy Kimmel is a gut punch  He s crying  he s raging and he s saying  let s make sure that not one of these  pro gun  politicians holds office ever again  
183,183,ardbeglily1960,"The problem with calls from Democrats to enact ""common sense"" gun control laws - is their party has no ""common"" sense. 

For instance: 

They let criminals loose - in the name of ""bail reform"" including those who used guns.",-0.0756410256410256,-1,The problem with calls from Democrats to enact  common sense  gun control laws   is their party has no  common  sense    For instance    They let criminals loose   in the name of  bail reform  including those who used guns 
184,184,Donteisdashing,"RIP Ray Liotta, I’m still waiting to find that one special woman that I love so much I beat the shit out of her creepy neighbor with the butt of my gun and ask her to hold it for me in a gesture that would bond us romantically and signal her implicit approval of my life of crime",0.0714285714285714,1,RIP Ray Liotta  I m still waiting to find that one special woman that I love so much I beat the shit out of her creepy neighbor with the butt of my gun and ask her to hold it for me in a gesture that would bond us romantically and signal her implicit approval of my life of crime
185,185,ACABryce,Read the replies,0.0,0,Read the replies
186,186,PandamanimalJr,"Actually, there is something we can do. Every person who works in a school building should stop coming to work. Every single one. All across the country. Stall the economy and demand sensible gun laws. Until they pass, we don't work.",-0.0357142857142857,-1,Actually  there is something we can do  Every person who works in a school building should stop coming to work  Every single one  All across the country  Stall the economy and demand sensible gun laws  Until they pass  we don t work 
187,187,DavidUNnaji,"Just in case you dey prepare to carry Cutlass, bottle or gun for the coming election because of 5k/rice... with tears for my eyes I say make I use this pictures change your mind 🥺🤧

 NNPP congratulations sir https://t.co/aVrCtPan5g",0.0,0,Just in case you dey prepare to carry Cutlass  bottle or gun for the coming election because of  k rice    with tears for my eyes I say make I use this pictures change your mind      NNPP congratulations sir    t co aVrCtPan g
188,188,QuanKimberly,"We have to agree to never publicize the names of school shooters and other publicity-seeking mass murderers. This is not a gun or even a ""mental health"" issue. It's an issue of malevolent narcissists weaponizing mass media. Stop publishing their names and the problem will end.",-0.3416666666666666,-1,We have to agree to never publicize the names of school shooters and other publicity seeking mass murderers  This is not a gun or even a  mental health  issue  It s an issue of malevolent narcissists weaponizing mass media  Stop publishing their names and the problem will end 
189,189,tallbigguyNJ,"Breaking:

WASHINGTON (AP) -- Senate GOP blocks domestic terrorism bill that would have opened debate on gun measures after Texas school shooting.",0.0,0,Breaking   WASHINGTON  AP     Senate GOP blocks domestic terrorism bill that would have opened debate on gun measures after Texas school shooting 
190,190,KrisykaB,Francis O'Rorke has always been anti-gun.  He promised to take people's AR-15s during his short and misguided presidential campaign.  He sees this tragedy as a way to springboard into the governor's office.  What he doesn't know is that Texans are way smarter than him.,0.0,0,Francis O Rorke has always been anti gun   He promised to take people s AR   s during his short and misguided presidential campaign   He sees this tragedy as a way to springboard into the governor s office   What he doesn t know is that Texans are way smarter than him 
191,191,gvthillo,This cause is close to my heart - please sign: https://t.co/IS6qZEMEVD,0.0,0,This cause is close to my heart   please sign     t co IS qZEMEVD
192,192,cakelly50,"Youth gun deaths in Texas doubled under Greg Abbott.

Abbott's answer: more guns.

Vote him the hell out. He doesn't give a shit.
 
 #GregAbbottHasBloodOnHisHands  #AbbottCruzMassacre #TexasSchoolMassacre https://t.co/GTHX9qJjMz",0.15,1,Youth gun deaths in Texas doubled under Greg Abbott   Abbott s answer  more guns   Vote him the hell out  He doesn t give a shit     #GregAbbottHasBloodOnHisHands  #AbbottCruzMassacre #TexasSchoolMassacre    t co GTHX qJjMz
