,Time,Username,Tweet,Polarity,Tweet_Tune
250,2022-05-26 20:54:37+00:00,TruBluMarin,@1RachaelStorm God was there yesterday watching a man with an assault weapon gunning down 19 children and two school teachers. God is not going to legislate common sense gun laws. What we need is to regulate assault weapons. Americans demand it!,-0.2652777777777778,-1
251,2022-05-26 20:54:37+00:00,noahp614,@JRJ06426900 @HillaryClinton I had to take a class in order to carry concealed and apply for it and go in front of a gun board who then decided if I could get my license to carry. Everyone should take a basic gun safety class and practice gun safety!,0.0,0
252,2022-05-26 20:54:37+00:00,0livierArt,"@McConnellPress The issue is GUNS. There is no greater incidence of mental illness in the US. Gun regulation/preventing easy access/increasing the legal age to buy guns -  are the issues. Listen to the American people for a damn change! Other countries have done this successfully, why can't we?",0.12976190476190477,1
253,2022-05-26 20:54:37+00:00,Darklad52150228,"He's, such a joke..Just saying 😌 https://t.co/tv5MYV8loZ",0.0,0
254,2022-05-26 20:54:37+00:00,TheReticentHill,"@HenryFSkerritt @AngieDawnSG @huby @Marina_Sirtis @PsychFoundation Civil? She swore and yelled at us with her proverbial fingers in her ears. 

Mental health issues account for only 30% of mass shootings. Even with the best health care, it's your culture that needs to change.

You need gun control. https://t.co/BReysv3zuX",0.3,1
255,2022-05-26 20:54:37+00:00,LA2slc,"@NickFalacci @mckaycoppins It would be really nice if this was not overly simplistic. Unfortunately, it is. 

It would be nice if we could just point the finger at the big bad gun lobby, and say if we can just get rid of them, no one will have to die anymore. That isn't reality.",-0.08333333333333331,-1
256,2022-05-26 20:54:37+00:00,spam_uncle,"@turp_b65 @Jennife39481653 @itsJeffTiedrich Bullshit! If a bolt action rifle is close to a military weapon then so is an AR-15. Oh and by the way, doesnt matter if it aint a military weapon. Any gun is lethal.",-0.03333333333333333,-1
257,2022-05-26 20:54:36+00:00,msevy,How to Prevent Gun Massacres? Look Around the World https://t.co/wX44NdYKSN via @NewYorker,0.0,0
258,2022-05-26 20:54:36+00:00,tboynew,@dufort_jeanne @tplohetski @NotHoodlum So stop voting Republican people. Only if the Republican Party loses a LOT of elections will things like this begin to get addressed. The country is awash in guns because of the Republicans bought and paid for by the gun industry.,-0.15,-1
259,2022-05-26 20:54:36+00:00,dicktofel,"As the myth of “good guy with a gun” as the answer to mass shootings implodes, the pols afraid of the gun lobby will try to move along to create a new myth (one door, multiple guards, body armor, who knows). Let’s not take them too seriously this time.",-0.019393939393939397,-1
260,2022-05-26 20:54:36+00:00,CruellaDKill,My boss (a black man) just proposed a solution to mass shootings: Have every black person in the country buy a gun on the same day. Trigger a fear response. Get regulation passed in a day. I think he's only half joking.,-0.1,-1
261,2022-05-26 20:54:35+00:00,2emc,"Hey @MarshaBlackburn the gun lobby has spent $1,306,130  in support of you. Represent the voters, not the gun lobby, or come November we will https://t.co/NqUykDat4W #VoteYouOut",-0.1,-1
262,2022-05-26 20:54:35+00:00,OBX_Hokie,Herschel Walker probably doesn't need to comment on gun violence https://t.co/qTerVqXHwG,0.0,0
263,2022-05-26 20:54:35+00:00,StarkyLuv73,"Y'see, the same folks against gun regulation are the same folks agains universal health care. Y'know, to help with that ""mental health"" issue they babble about after every gun massacre...",-0.025,-1
264,2022-05-26 20:54:35+00:00,DennisMadderra,"@lucy8a54 @seanhannity @RepAOC Maybe we should let them pass some ridiculous gun restriction.  When they challenged a 6/3 court over the Mississippi 12 week law, it gave them the opportunity to scrutinize past precedent.  Let’s do the same thing with 2A and get some of the state laws repealed!",-0.19444444444444442,-1
265,2022-05-26 20:54:35+00:00,LBertolett,@WhoCouldItBeNo1 @brian_ak47 @RepDeanPhillips Yes. That’s what I asked gun owners to at least meet half way and ban them. ENOUGH.,-0.15555555555555556,-1
266,2022-05-26 20:54:35+00:00,JackMul45934503,"@CardiacKid1974 @AlbertBreer You're car isn't the same thing as a gun. Grow up man. It's insane that even the most basic gun laws terrify you people. You all have the same sick mentality... Not my kid, not my problem.",-0.2023809523809524,-1
267,2022-05-26 20:54:35+00:00,MealBoi,@vSaWaii That second grader didn’t buy the gun that’s on the parents for not properly securing it.,0.0,0
268,2022-05-26 20:54:35+00:00,Mike_Skinksy,Top Gun Maverick…… fucking brilliant  #TopGunMaverick,0.7,1
269,2022-05-26 20:54:35+00:00,politic_talks,Exclusive: McConnell says he has directed Cornyn to engage with Democrats on a 'bipartisan solution' on gun violence - CNN https://t.co/2punGK8jP4,0.0,0
270,2022-05-26 20:54:34+00:00,drizza77,"@samponder Admit we don't know what the problem is???  What is difficult to figure out ?   There aren't ""Strict Gun Laws"" anywhere in this country.  Was that a joke? https://t.co/4koPgfTDxI",-0.5,-1
271,2022-05-26 20:54:34+00:00,ElPasoScout,@Deebrown251 gun show,0.0,0
272,2022-05-26 20:54:34+00:00,mumbles4evr,"https://t.co/BqhNmK8VLH
Behind the scenes he still runs the show, Not Manchin. From his racist rhetoric with the Obama administration, all the way to giving the facade he wants bipartisanship, when in reality it's the November primaries that are his/GOP's concerns.",-0.1,-1
273,2022-05-26 20:54:34+00:00,Stony8455,@EuclidAlgorithm @Syrinx2011 @BurtonRyder781 @connie_sue22 @DavidKe18108637 @BillFOXLA They gave gun safes. They have gun locks. Hell now they have bio gun triggers they are working on.,0.0,0
274,2022-05-26 20:54:34+00:00,straycunt,@JonPerne @CityNewsTO False dilemma. The armed guards aren't working and its been the only solution that gun loving pissboys like you are offering.  Ban the guns and then we discuss other options.,0.018749999999999975,1
275,2022-05-26 20:54:34+00:00,facts_seeking,"@HoustonChron Politicians shedding crocodile tears while taking “blood money” from NRA and gun lobbyists: John Cornyn-$583k, Pete Sessions-$204k, Ted Cruz-$176k, John Carter-$48k, Kevin Brady-$42.5k, Michael McCaul-$35.8k, Kay Granger-$35k, Henry Cuellar-$31.6k,Dan Patrick-$12.5k",0.0,0
276,2022-05-26 20:54:33+00:00,molly_gb,"The National Rifle Association has played a big role in fueling gun violence. 

Thoughts &amp; prayers aren't enough. The NRA MUST cancel their upcoming TX convention out of respect for the communities who have lost their loved ones. 

Sign the petition now⬇️ https://t.co/KBtBtHEoy6",0.2333333333333333,1
277,2022-05-26 20:54:33+00:00,temptamperu,@dpakman and you are not allowed bring your gun to this NRA thing with trump and abbot and cruz... very interdesting,0.2,1
278,2022-05-26 20:54:33+00:00,mcyprien04,"MR Biden I count on you for my request, make America great against I always worried we had so much to carry on your shoulders insecurity problem can be addressed please I begged this is sad. I am so sorry the all dramatic things people were facing because of one thing Gun issues",-0.08666666666666666,-1
279,2022-05-26 20:54:33+00:00,EMcGeeCle,"@rustbeltmalls I was a good kid, but I did get my ears pierced with the flesh poking gun of questionable hygenicness at the Midway Mall one.",0.09999999999999998,1
280,2022-05-26 20:54:32+00:00,Everevanss,@jamieleecarter Because they think they’re Top Gun Hollywood sharp shooter and if bad guys have guns they need guns to stop them 🙄🙄🙄🙄. And plus their rIgHtS 🤦🏼‍♀️,-0.10833333333333328,-1
281,2022-05-26 20:54:32+00:00,DrRev_Mustafa1,"Rupert Murdoch and Lachlan Murdoch should be arrested! Both are terrorists. They control media in Australia, UK, &amp; USA. Responsible for Iraq War and promoting far right WHITE extremism while making billions.

They promote gun control in Australia!

https://t.co/VkUT1o0Ni5",0.14642857142857144,1
282,2022-05-26 20:54:32+00:00,lisarndn,"@BillFOXLA Criminals always find a way, that's why gun laws don't work.",0.0,0
283,2022-05-26 20:54:32+00:00,FlynnClif,"1) It's the guns, stupid. The states with the highest gun ownership rates have the highest gun death rates. Where there are fewer guns there are fewer deaths.",-0.7999999999999999,-1
284,2022-05-26 20:54:32+00:00,Samueldcw12,Between republicans inaction on gun control and pandemic response how many deaths are they responsible for in this young decade? The ease with witch they are able to watch people die and remain staunchly opposed to any kind action is terrifying and evil.,0.0,0
285,2022-05-26 20:54:32+00:00,Je_suis_Gemeaux,"Only in America can you be a God fearing Christian who thinks anti abortion laws will stop abortions, but gun control legislation won't make a dent on gun violence.  #TexasSchoolMassacre",0.0,0
286,2022-05-26 20:54:32+00:00,TeamHeinrich,"MAGA Republicans are using the Second Amendment as a scapegoat. As a gun owner, I’m in full support of passing commonsense gun reform to end the preventable acts of gun violence that are tearing our country apart. https://t.co/ZyNcVIESgW",0.175,1
287,2022-05-26 20:54:31+00:00,ThrstyNoneGiven,@PresidentSnider @academic_la Nope. Gun control isn’t Nazism,0.0,0
288,2022-05-26 20:54:31+00:00,noosTePonSnEk,@GrandOleChachry @bip_rong @Joshuag13199098 @spadesway1 @BulletSlinger3 @Clarenc46924395 @elonmusk @AJDelgado13 FBI statistics from 1994 to 2004. Gun deaths were in the decline before the assault weapons ban. Also columbine happened during the assault weapons ban.,0.0,0
289,2022-05-26 20:54:31+00:00,SammyBunnyButt,"Remember a week or so ago when the senate passed a law overnight to hide their addresses and protect themselves and the SC from seeing upset citizens?

All 50 are takin a tax paid 10 day vacation after doing nothing for the public…again. 

https://t.co/RKlRGCxtbU",0.0,0
290,2022-05-26 20:54:31+00:00,PersistentWoman,"Hey @SenatorRomney the gun lobby has spent $13,647,676  in support of you. Represent the voters, not the gun lobby, or come November we will https://t.co/6PUyuPQpGl #VoteYouOut",-0.1,-1
291,2022-05-26 20:54:30+00:00,TonesCarl,Simple: gun sales profits. Best government money can buy. https://t.co/MF2squ72oy,0.5,1
292,2022-05-26 20:54:30+00:00,AnarionofGondor,@Nothingtohesere @bkerrjung @tmthylthm @ZPoole02 @CravingMoore @RobR1583 @johnpavlovitz So instead of appeals to emotion and logical fallacies. Do you actually have an argument with a logical stepwise and feasible plan? Considering that gun violence (and mass shootings) in the US as a whole is primarily black gangs and suicides of course.,0.10666666666666666,1
293,2022-05-26 20:54:30+00:00,lookdeep2ctruth,@eddiemf1 @FoxNews @GovMurphy Where does it say I'm advocating no laws? We already have many gun laws. Laws that are not followed. Laws that are ignored in courts. Laws that criminals will never obey.,0.5,1
294,2022-05-26 20:54:30+00:00,Barkingskwerl,@elonmusk just recently you said Americans should have more children. But our children are being murdered in their schools because Republicans refuse to even consider common sense gun ownership laws. Maybe you should rethink your position on voting for Republicans.,0.06666666666666667,1
295,2022-05-26 20:54:30+00:00,MervinMastishin,"@KyleJr49776215 @ryangrim Yea I know, my parents got me a .22 when I was about 13-14. Never took to it too much but I was just seeing how your experience differed from the one in the video

absolutely crazy these gun show/fair guys will just sell to a kid no questions asked and no parent present",-0.13333333333333333,-1
296,2022-05-26 20:54:30+00:00,JPScmeckles,@marxistmatty @SheehaKR @Digilympian @ChocolateNick @BrianLuper64 @retirein2022 @laurenboebert If you don’t have substance make childish insults. You can advocate for a gun ban all you want but it isn’t ever gonna happen. Guns don’t cause people to massacre others and wouldn’t stop if guns were somehow removed. This is all fact. Victims would be defenseless.,-0.30000000000000004,-1
297,2022-05-26 20:54:30+00:00,heatrockz,Can’t wait to see TOP GUN this weekend. Great timing with the name of the movie.,0.65,1
298,2022-05-26 20:54:30+00:00,onthewingit,@SkyNews @jelle_simons @Stone_SkyNews Right to press him. Why is Cruz so wedded to the gun lobby? Why does the US have these awful experiences so repeatedly? Who is paying to prevent reform?,-0.35714285714285715,-1
299,2022-05-26 20:54:29+00:00,uncleowenlars,@guidox98 @Nate_W1e6e @supershayne So what gun law would you have put on place to prevent this out of curiosity?,0.0,0
300,2022-05-26 20:54:29+00:00,guypmitch,@RobExamigan True but that guy that did the shooting was insane and bought the gun legally they need to have a mental health check up or something I heard the guy had cut himself and made threats at school of people should be taken off ability to buy a gun,-0.1375,-1
301,2022-05-26 20:54:29+00:00,mike_stan7,If only there was a good guy with a gun there https://t.co/KTJOZYywUy,0.35,1
302,2022-05-26 20:54:29+00:00,LMAOpolitics,"@tedcruz 1-Senate Republicans voted against a possible gun reform measure.
2- You’re headed to the NRA convention. 
3- You’re useless.",-0.25,-1
303,2022-05-26 20:54:29+00:00,MonsDerrMan,"@gamblebamble Yeah... Politicians all say the same BS and then you have people saying the usual ""guns don't kill people, people do"" and ""if only the teachers had guns"". You shouldn't need someone with a gun everywhere to keep you safe from someone else with a gun. That's insane.",-0.15,-1
304,2022-05-26 20:54:29+00:00,jenresisted,"@tedcruz If you and Heidi lost your daughters in a school shooting, would you be comforted by the empty prayers of politicians or would you fight for gun control? @heidiscruz",-0.1,-1
305,2022-05-26 20:54:29+00:00,WorldInFlames3,@tedcruz Snooze wouldn’t know the first thing about how to control gun violence. The more guns the more money for Snooze!  Vote his silly azz out of office.,0.21875,1
306,2022-05-26 20:54:28+00:00,clarissac49,@GeeSungee @CBSNews @TheDemocrats Criminals!!!!!! No mater this kid would of bought these guns. Legally or not Legally. Stop blaming the gun.,-0.1,-1
307,2022-05-26 20:54:28+00:00,IsaacSpaceman,When you gaslight America because you don’t want to admit that a “good guy with a gun” isn’t a magical cure for “a bad guy with a gun” https://t.co/2qgHsdb4vA,0.1666666666666667,1
308,2022-05-26 20:54:28+00:00,rongillmore,"“…yet another episode of stochastic annihilation…”

🇺🇸🔥🧐 #USGunDeaths, #US_Gun_Deaths",0.0,0
309,2022-05-26 20:54:28+00:00,JayRBryant,@cosmic_kirby @DanielD1909 @DMJerad @Cnaternicola1 @AOC If we strictly enforce current gun laws and simply increase the penalty for the illegal sale of guns we would eliminate so many of these incidents. We don't because 1 side is arguing for more laws we won't enforce and the other is for the status quo.,0.0625,1
310,2022-05-26 20:54:28+00:00,josephzeballos,"No fresh action to stem gun violence + no white smoke on reconciliation/addressing a warming planet
https://t.co/xwXLZsWHyv",-0.016666666666666663,-1
311,2022-05-26 20:54:27+00:00,RoadScholar16,@TxDPS @TxDPSSouth You guys can't even pull of a press conference. I wouldn't trust any of you with a gun.,0.0,0
312,2022-05-26 20:54:27+00:00,PabloAdopt,"@drstarr16 @RealNedFowler @JerniganIke @AnnMSmith8 @StephenKing There are a million things we could do but the self centered, self entitled gun owners don’t want to hear it. I say let the survivors Sue the gun manufacturers. You want to see them focus on safety? Hold them accountable.",0.0,0
313,2022-05-26 20:54:27+00:00,outspokneducatr,"@UnoitsAUme @WarOnDumb Not only can anyone own a gun, the GOP has gotten rid of concealed carry permits. So anyone can have a hidden weapon. How’s that for stupid?",-0.09166666666666665,-1
314,2022-05-26 20:54:27+00:00,Thee_Instig8or,"@bray_shanks @HallieJackson @HallieOnMSNBC The lack of quick response by authorities raises all sorts of uncomfortable questions.
These are supposed to be the much famed “good guys with a gun”.",0.18333333333333332,1
315,2022-05-26 20:54:27+00:00,haylesatan,@BennettJohnT Who would he speak to anyway in the Texas government who do not believe in gun control of any kind? Oof.,0.6,1
316,2022-05-26 20:54:27+00:00,_bardicwarrior,@SenThomTillis @SenatorShaheen Thank you for showing the American people why heartless capitalists are unfit for governance. Gun manufacturer profits are more important than children's lives? You are sick. You are completely sick.,-0.10571428571428572,-1
317,2022-05-26 20:54:26+00:00,Sproutismyname,@chriszarges1 @CP24 The strictest gun laws compared to? The US? A lot of countries have more stringent gun laws &amp; loosening them is just going to lead to more US bullshit.,0.5,1
318,2022-05-26 20:54:26+00:00,lissysvage,"@KenDilanianNBC The reality doesn’t fit the Texas GOP “good guy with a gun” narrative, so they have been trying to share a story with just enough truth, to cover their asses and justify open carrying military killing machines in the hands of every Texan over the age of 18. This is on Abbott/GOP.",0.2,1
319,2022-05-26 20:54:26+00:00,KipForce,@tedcruz @RandPaul @RepThomasMassie how did this teacher die in sandy hook and the Texas shooting? Maybe @georgesoros paid some people for gun control because we the people are about to 1776 https://t.co/PvXCQbEiFT,0.0,0
320,2022-05-26 20:54:26+00:00,ChicagoBeerSnob,"@simplyAzathoth @BakerTurtle17 @NoOneYouKnow629 @NiekStorrel @Timcast Car job is to get a person from one place to another.. gun is to kill a thing faster. 

Good talk",0.7,1
321,2022-05-26 20:54:26+00:00,Michael11324097,"@Gary155iq They were brought up with gun mentality, unfortunately, type in Daffy duck guns.",-0.5,-1
322,2022-05-26 20:54:26+00:00,JohnnyProfit,"@Ernie_Zuniga Just a reminder to all the trump supporters talking about mentally ill people being the problem.

https://t.co/4Cuuc1Hnvp",-0.5,-1
323,2022-05-26 20:54:25+00:00,Seren040,"The second amendment didn't say-

-You need insurance to defend yourself. 

-You can't defend yourself in a populated area. 

- you have to prove you can shoot 

- you have to spend 1,000s$ on fees and licenses to keep your family safe. 

You can shove your new gun laws up your",0.21212121212121213,1
324,2022-05-26 20:54:25+00:00,RichardVassar14,@amyklobuchar We know Amy’s correct stop this madness legislate gun controls now!,0.0,0
325,2022-05-26 20:54:25+00:00,veelouise63,‘Second Amendment Is Not Absolute’: Biden Demands More Gun Control #GEORGEnews https://t.co/1e4MTxCYhn 😅😂🤣,0.13333333333333333,1
326,2022-05-26 20:54:24+00:00,Rich_Lori,@i_wish @roman_a84 @DanCiano3 @marmaduke_fan @GovMurphy I mean there must be a reason why almost every mass shooter picks the same gun. Do you propose this is some kind of coincidence or is there something about that particular gun that makes it attractive to people who want to kill a lot of people?,0.25083333333333335,1
327,2022-05-26 20:54:24+00:00,EagleMacCassady,"I have a great solution since MAGATURD Retrumplicans refuse to do anything about the GUN Violence, make it a law to have every gun in America that is not a legit hunting gun or licensed collectors gun have GPS Monitoring available from the FBI down to every hillbilly sheriff!",0.33518518518518525,1
328,2022-05-26 20:54:24+00:00,Emilyneverdoes,"One of the best, most straight forward gun control measures of disallowing domestic violence abusers from owning/buying guns would also have the happy coincidence of disarming many many cops. 🙃",0.5,1
329,2022-05-26 20:54:24+00:00,snarkasticme,"So where were all these texas Wild West gun toting  badasses when 21 people were being slaughtered, and their loved ones were outside pleading for help?",0.26666666666666666,1
330,2022-05-26 20:54:24+00:00,kkmeisinger,Analysis: States with the most gun violence share one trait - more guns. And it is hard to study this because the government has forbidden us to study or measure gun violence. This is a public health emergency. https://t.co/EWETbjhgfO,0.17708333333333331,1
331,2022-05-26 20:54:24+00:00,MariaValeAuthor,"@JohntheMan35 @BWFC23 @Jessieemesss @Hawkmoonie @JimmyKimmelLive Link?

""According to a Harvard University analysis of figures from the National Crime Victimization Survey, people defended themselves with a gun in nearly 0.9 percent of crimes from 2007 to 2011.""",0.1,1
332,2022-05-26 20:54:24+00:00,jerseydrew75,@elonmusk @AJDelgado13 The overwhelming majority of gun violence is committed using pistols. Making it harder for people to defend themselves will not stop crimes or will increase them tremendously.,0.24444444444444446,1
333,2022-05-26 20:54:24+00:00,Runningwind6,"@YellowFlashGuy The gun is a deadlier weapon, much as the sword, much easier to destroy than build, but i could argue the pen can be just as deadly, in the aftermath or in some cases rebellion, its a question of the ink, is it written in blood",0.0,0
334,2022-05-26 20:54:23+00:00,SwolloBaggins,"@RugbyChris1 @LetItBleed414 @AgileAnarchy @SenChrisLarson In D.C. v Heller it was determined that some gun regulations are indeed infringements, such as banning an entire class of weapon when it one of the most preferred ones to bear for the purposes of defense.  Guess what, a semi-automatic rifle is?",0.16666666666666666,1
335,2022-05-26 20:54:23+00:00,PSGcofi,"The mom drove roughly an hour or so, was arrested, released and still ran in there before the “police officers” who were there within minutes of the gunfire. You have to question the motive of these officers, theyre supposed to run towards gun fire hence why they have guns https://t.co/k6SMsiTMVq",-0.1,-1
336,2022-05-26 20:54:23+00:00,katibug817,"@jbm32753 @POTUS @cornish1969 @VP @bblock29 @Blindfaith551 @Eathbound420 @JaxHarley5 @StefTurtlemtn @LarrySutton215 @Tinafayeee @doxie53 @NthnGd4 @Mick11113 @4thDimension111 Thank you Jonathan 💙 This so heartbreaking and the
People that could make changes are so greedy! Rafael Edward
Cruz needs to leave office along with Gregory Wayne Abbott who has allowed the general public to carry a gun without a license into most public places! #VoteThemOut https://t.co/Lx6vywVZTh",0.1375,1
337,2022-05-26 20:54:23+00:00,thewrongwill,"Fuck you, fuck your guns, and fuck your 2nd amendment rights. If infringing on every law-abiding gun owner's rights would save one child from a shooting, I'd happily do it.",-0.08000000000000003,-1
338,2022-05-26 20:54:23+00:00,ChurchofCaboose,"@CrucibleDestiny @Gleaux Is youre point that the shooters didn't know better? When I hear what you said, I think of people needing to know what constitutes as self defense and gun laws in your state about stand your ground laws",0.5,1
339,2022-05-26 20:54:23+00:00,Dad_First_,"@jaburgd @kylenabecker Yes, a federal law on the purchase of a gun from a store. However, this is not universal and doesn’t cover gun show sales, private sales or online sales. It also does not have to be enforced by each state.",0.0,0
340,2022-05-26 20:54:23+00:00,therealzanetta,"🚨🚨🚨🚨🚨
AFTER THE DEATH OF PEOPLE IN 
#BuffaloMassacre AND #UvaldeMassacre 
Republicans don't even want to DISCUSS GUN SAFETY!!
They don't give a FUCK about YOU OR ME!
#VoteRepublicansOut https://t.co/rYg4ZR8HtO",-0.5,-1
341,2022-05-26 20:54:22+00:00,JennaGrayz,@Smackeygames @HillaryClinton You do know what a gun is for don’t you? And your common sense neans nothing next to actual statistics - no other country has this problem,-0.059375,-1
342,2022-05-26 20:54:22+00:00,JujupeekLee,@GregAbbott_TX What insurance might we expect from our legislators and you? Does the continued mass school shootings in our state meet the level of seriousness of voter fraud yet? Will there be a special session to look at gun laws??Because a whole lot of us want to stop this!,0.3035714285714286,1
343,2022-05-26 20:54:22+00:00,moderatemama,Extremist #txlege rep who was central to passing permitless carry claims there's nothing we can do stop mass murders of children w/AR15s....I mean the steady increase of gun murders in our state after GOP dismantling of all gun safety laws. @momsdemand https://t.co/sinPI5ys14 https://t.co/6izlG1oHq8,-0.04861111111111111,-1
344,2022-05-26 20:54:22+00:00,BowersLeonard,@MSNBC why do you keep trying to sell people that these gun control laws will work! All schools should have controlled access period! This would stop all this foolishness.  All schools should have police resource officers there period! That will make a difference not these laws,0.0,0
345,2022-05-26 20:54:22+00:00,MichaelJaco9,"They are coming for the guns so get the facts. Debunking the Lie That Cities, States, and Countries With Strict Gun Control Laws Are Safer https://t.co/LzC1CzN56z",0.0,0
346,2022-05-26 20:54:22+00:00,DCCyclone,"These hypothetical requirements resemble what Switzerland actually does, and avoids tragedies despite super-high gun ownership. https://t.co/9y99JCwbcT",0.0,0
347,2022-05-26 20:54:22+00:00,JerriGrail,"Texas, this convention is inappropriate. It’s insensitive to the families of victims of gun violence. Please sign the petition. Thank you. #TexasIsBetterThanThis",0.0,0
348,2022-05-26 20:54:22+00:00,swhspeaks,@RoyallyBlunt Let me be blunt: I can’t wait for Meghan Markle to verbally eviscerate the Republicans regarding the lack of oversight on gun purchases and sustaining detrimental gun rights at the expense of American children’s lives. Shame on you for trying to taint her! #MeghanMarkleForSenate,0.0,0
349,2022-05-26 20:54:22+00:00,sgtmaverick2015,Remembering papa. First movie date. Top Gun. #maverick,0.375,1
350,2022-05-26 20:54:21+00:00,SouthlakeIndep1,"@BudKennedy @NRA The NRA isn’t moderate. Neither is TxGR. 

They are ghoulish gun fetishists who are okay with dead school children.",0.09999999999999999,1
351,2022-05-26 20:54:21+00:00,dlerikson1,@SenatorFischer I wish you would spend your time on important issues like gun control rather than naming post offices. For God’s sake.,0.4,1
352,2022-05-26 20:54:21+00:00,GrizzlyKobear,Anytime I hear someone say the only way to take down a bad guy with a gun is a good guy with a gun I just imagine Ricky Bobby trying to get the knife out of his leg by stabbing himself with another knife,-0.15111111111111108,-1
353,2022-05-26 20:54:21+00:00,chynascabinet,"WE NEED GUN CONTROL NOW, WE NEEDED GUN CONTROL YESTERDAY, WE NEED GUN CONTROL TOMORROW!!
The more details that come out about this abomination of an incident, the more sick I feel for the future of our nation. https://t.co/IwHrWgRyVg",0.07142857142857142,1
354,2022-05-26 20:54:20+00:00,KevinDadey,@RBReich Please stop using “gun control”…go with gun safety.  Don’t let the GOP use the term control against us!,0.0,0
355,2022-05-26 20:54:20+00:00,MsBlueEarth2,"@itsgoingbrown1 Southern, conservative, homophobic parents worry that their little boys may ""become gay"", and push the gun thing as an antidote!  They think it makes them ""tougher"" and more male.",0.16666666666666669,1
356,2022-05-26 20:54:20+00:00,knothmusicc,"@UnisonComics @Or8meold @jord_and301 @thoughtfulbae i didn’t say it was okay, i said it’s a gun issue. completely different convo on if it’s okay lmao. it’s not media causing mass shootings. it’s guns mixed with unstable or incapable individuals",0.32,1
357,2022-05-26 20:54:20+00:00,RajGoel_NY,"@LauraCatPJs Because these gun nuts only want to shoot black, brown &amp; yellow folks?

Ukraine is mighty white/beige",0.05833333333333334,1
358,2022-05-26 20:54:20+00:00,miekehartkamp,@nicholascolvin @MBGBeth @gayguycandleco So it’s easier to get a gun than to rent or buy a car. Cool. Makes perfect sense.,0.675,1
359,2022-05-26 20:54:20+00:00,LQuebert,@GOP will ban abortion but not ban assault rifles. Your vote counts. VOTE THEM OUT!! https://t.co/NqhxyDn7lo,0.0,0
360,2022-05-26 20:54:20+00:00,underthewlre224,@NathanielJolly @nathanvanny Why don’t you ask all of the countries who have stricter gun laws and NO MASS SHOOTINGS. You have no soul Nathaniel. You are a sick man.,-0.7142857142857143,-1
361,2022-05-26 20:54:20+00:00,walker_atlas,@Chargers_Union @rayizdamngued I don’t own a gun,0.6,1
362,2022-05-26 20:54:20+00:00,LibQn32,"@POTUS Gun control NOW! That's all that's needed, enough with the theater.",0.0,0
363,2022-05-26 20:54:19+00:00,Japtain_America,If my kid were trapped inside a school with a mass murderer and cops were too chicken shit to do anything about it I would go home get my gun and start shooting cops.,-0.3333333333333333,-1
364,2022-05-26 20:54:19+00:00,StatsLime,@SentientPotato6 @NCSwasfarleft I am mostly head to argue for gun control that makes some amount of sense and has a reasonable cost/benefit ratio; an assault weapons ban would place a very high burden on current gun owners and recreational shooters without really doing anything to gun deaths,0.22159999999999996,1
365,2022-05-26 20:54:19+00:00,reimann_tv,"Top Gun Maverick Movie Review, back into the danger zone #TopGunMaverick #TopGun #movie #moviereview

https://t.co/CFhZzs9RYV",0.25,1
366,2022-05-26 20:54:19+00:00,J_Caplinger,"@FlowersDaise They don't need to repeal the Amendment.  All they have to do is recognize that a ""well regulated"" gun ownership is required by the Amendment and add background checks, registration, a requirement to surrender weapons if convicted of a felony... you know, commonsense stuff.",0.0,0
367,2022-05-26 20:54:19+00:00,BitchySlav,"@BiggshowKF @CTVToronto Look, I'm originally from the states, my whole family are gun toting Floridians.  But, also because I'm from the states, I don't trust a government as far as I can throw them.  Canada's laws are vague on purpose, so I'm just saying always go with the strictest interpretation.",0.04374999999999998,1
368,2022-05-26 20:54:19+00:00,fwhite941,The folks who cry about Gun control are the same ones who have private armed security. Same about walls surrounding their homes. And why do we call pigs like AOC and Bernie Sanders progressives when they are socialists?,0.0,0
369,2022-05-26 20:54:19+00:00,AllyPageHolt,"@nathaliejacoby1 So we should have one exit, and risk not being able to get out in a fire?  How about we don't allow people to have guns that can fire 150 rounds in 15 seconds.. give or take? I'm way less worried about your responsibly owned hand gun than a Assault Rifle",0.1777777777777778,1
370,2022-05-26 20:54:19+00:00,EvansDonnell,"Herschel Walker's fumbling response to Texas shootings reflects on his own history with guns

(Via AJC News) https://t.co/vxNSqUvyfJ",0.6,1
371,2022-05-26 20:54:19+00:00,ReaganWorld,Also Smart..Don McLean pulls out of Texas gun convention - BBC News https://t.co/gpjMywzovp,0.0,0
372,2022-05-26 20:54:19+00:00,blahblahkitty7,@tedcruz here listen to this story about what happened at school today .  Do SOMETHING! &amp; don’t blame the victims cuz there was an unlocked door🤬Have you no shame? Do your children think this is ok ?or have you convinced them that @NRA  pays for their vacations  so no gun talk https://t.co/6NEPAX7ZNq,0.5,1
373,2022-05-26 20:54:19+00:00,nicoryanj,"Just a reminder, the same political party that a month ago was telling us that teachers want to sexually groom your children are now telling you that those same teachers should also carry a gun to school.",0.125,1
374,2022-05-26 20:54:18+00:00,DreamWitch124,"I don't understand why people have such a problem with having an armed guard at a school...?
You can bitch about gun control until you're blue in the face...but if people want a gun they're gonna find a way to get one illegally.",-0.16666666666666666,-1
375,2022-05-26 20:54:18+00:00,NickDapprich44,"@PeteMN1981 @yoyocon1001 @albert_ouziel @IBelizeit @BetoORourke Oh really? You go try that, just one gun is enough though",0.1,1
