,Unnamed: 0,Time,Username,Tweet,Polarity,Tweet_Tune,clean_tweet
232,232,2022-05-26 20:54:40+00:00,HDWilson,"It is starting to feel like the GOP banned abortion not because they care about life, but because they needed to secure future gun sales.",0.1333333333333333,1,It is starting to feel like the GOP banned abortion not because they care about life  but because they needed to secure future gun sales 
233,233,2022-05-26 20:54:39+00:00,cathemorrhoid,"@FreddyMacWins @chicagojimmy @momma_jem @EmilyandtheG @country_ca @NoLieWithBTC you missed the point, the 2nd amendment is irrelevant as an argument. the ""how"" is very easily answered in the fact that those documents are meant to be updated otherwise they fall irrelevant to time, like gun protections already have.",-0.1091666666666666,-1,      you missed the point  the  nd amendment is irrelevant as an argument  the  how  is very easily answered in the fact that those documents are meant to be updated otherwise they fall irrelevant to time  like gun protections already have 
234,234,2022-05-26 20:54:39+00:00,Aized10,@B52Malmet Heard some officers went in and got out their kids first before going to take on the gun man whilst preventing other parents from going in,0.0625,1, Heard some officers went in and got out their kids first before going to take on the gun man whilst preventing other parents from going in
235,235,2022-05-26 20:54:39+00:00,Blkkntdave69,@JoJoFromJerz @CalltoActivism The NRA needs to pay Taxes. Why is it that 18 year olds can go to war and fight for our country and not drink a beer. They need to make it law that no one under the age of 21 can't buy guns. There needs to be stricter gun laws.... 21 day wait mandatory on every gun,0.0,0,  The NRA needs to pay Taxes  Why is it that    year olds can go to war and fight for our country and not drink a beer  They need to make it law that no one under the age of    can t buy guns  There needs to be stricter gun laws        day wait mandatory on every gun
236,236,2022-05-26 20:54:39+00:00,IamGman2112,"@peterframpton The party of open borders, defunding the police, no cash bail, and releasing thousands of violent criminals early - want you to know they’re really concerned about gun crimes now.",-0.125,-1, The party of open borders  defunding the police  no cash bail  and releasing thousands of violent criminals early   want you to know they re really concerned about gun crimes now 
237,237,2022-05-26 20:54:38+00:00,BradDanielsen,"@corbydavidson Man, I hate that guy; Gov Abbot and Lt Gov Paxton, too.  I’m a gun guy, have been for 50 years, but I firmly believe in common sense regulation.  Lowering the age of ownership, allowing open carry and worse yet, eliminating the need for a license to carry, is insanity.",-0.34,-1, Man  I hate that guy  Gov Abbot and Lt Gov Paxton  too   I m a gun guy  have been for    years  but I firmly believe in common sense regulation   Lowering the age of ownership  allowing open carry and worse yet  eliminating the need for a license to carry  is insanity 
238,238,2022-05-26 20:54:38+00:00,Pegasus2077449,Hell yes.  They are For Profit!  To the gun manufacturers https://t.co/YHDJOquGyg,0.0,0,Hell yes   They are For Profit   To the gun manufacturers    t co YHDJOquGyg
239,239,2022-05-26 20:54:38+00:00,tealosprey,"Oh noes!!!!

The Right’s latest crush 💔

Will they  cancel him?

Will MAGAs pull that knife outta their backs? 😭😭😭 ❤️‍🩹

Elon Musk backs 'tight' background checks for all gun sales https://t.co/UUKNuh3aKh",0.2023809523809523,1,Oh noes      The Right s latest crush    Will they  cancel him   Will MAGAs pull that knife outta their backs            Elon Musk backs  tight  background checks for all gun sales    t co UUKNuh aKh
240,240,2022-05-26 20:54:38+00:00,Freydo6,"@RoryRoberge Evil finds a way. If not a gun, they find a way. https://t.co/Wc2mw1jDdF",-1.0,-1, Evil finds a way  If not a gun  they find a way     t co Wc mw jDdF
241,241,2022-05-26 20:54:38+00:00,joeniner8080,"@bepositive4lyfe @SuzieSeay4 @KVOA This ain’t Mexico, this is the unites states. And you lil girls need to learn to fight what you need a gun for?? Are you pregnant or an old lady??",0.2166666666666666,1,   This ain t Mexico  this is the unites states  And you lil girls need to learn to fight what you need a gun for   Are you pregnant or an old lady  
242,242,2022-05-26 20:54:38+00:00,LifeDontWasteIt,@Harry_500500 @MiniToonfan99 @KreekCraft Do you know anyone who died from violence there? I don't know anyone here.  You realize US population is 5x the UKs... My grandma was robbed in a gun store. With a gun? No. A blunt object.,0.0,0,   Do you know anyone who died from violence there  I don t know anyone here   You realize US population is  x the UKs    My grandma was robbed in a gun store  With a gun  No  A blunt object 
243,243,2022-05-26 20:54:38+00:00,shopperwealth,#onlineshopping LCD Display Pain Relief Massage Gun https://t.co/RGzrlMwMfx https://t.co/zizcMLH4xf,0.0,0,#onlineshopping LCD Display Pain Relief Massage Gun    t co RGzrlMwMfx    t co zizcMLH xf
244,244,2022-05-26 20:54:38+00:00,1NetworkMktg,"""The maker of the gun used in the school massacre got $3.1 million in pandemic aid."" by Stacy Cowley and Ella Koeze via NYT https://t.co/2ORByUctgP Check out https://t.co/WVRH4EpThl - (302) 444-0401. Contact us for all of your small business needs.",-0.25,-1, The maker of the gun used in the school massacre got      million in pandemic aid   by Stacy Cowley and Ella Koeze via NYT    t co  ORByUctgP Check out    t co WVRH EpThl                   Contact us for all of your small business needs 
245,245,2022-05-26 20:54:38+00:00,hateGOP,"Schumer on the floor Wednesday had implored Senate Republicans to join Democrats in passing the domestic terrorism bill, as well as bipartisan gun control legislation, in reaction to this month’s mass shootings.",0.0,0,Schumer on the floor Wednesday had implored Senate Republicans to join Democrats in passing the domestic terrorism bill  as well as bipartisan gun control legislation  in reaction to this month s mass shootings 
246,246,2022-05-26 20:54:38+00:00,minimyraaa,we live in a world where 18 year olds can buy a military grade gun but can’t buy a white claw,0.0121212121212121,1,we live in a world where    year olds can buy a military grade gun but can t buy a white claw
247,247,2022-05-26 20:54:38+00:00,jlvking89,"@RBReich If you're affected by gun violence, 80% you will be working for someone else. 
That's The Game.",-0.4,-1, If you re affected by gun violence      you will be working for someone else   That s The Game 
248,248,2022-05-26 20:54:37+00:00,sethgray,"Me: I wonder what reasonable discussions about gun control are happening on Twitter today, because I'd give my guns up in a heartbeat if it meant those kids hearts were still beating and their faces still smiling.

Twitter: 🗑🔥

Me: nope. nope. nope. https://t.co/op7v5wosCY",0.2,1,Me  I wonder what reasonable discussions about gun control are happening on Twitter today  because I d give my guns up in a heartbeat if it meant those kids hearts were still beating and their faces still smiling   Twitter      Me  nope  nope  nope     t co op v wosCY
249,249,2022-05-26 20:54:37+00:00,TxBearCub69,@tedcruz And yet you’ve done NOTHING EFFING NOTHING to change laws cause you can’t quit the gun lobby and their $$$. Or nut sacks. Guess you enjoy the taste,-0.0499999999999999,-1, And yet you ve done NOTHING EFFING NOTHING to change laws cause you can t quit the gun lobby and their      Or nut sacks  Guess you enjoy the taste
250,250,2022-05-26 20:54:37+00:00,TruBluMarin,@1RachaelStorm God was there yesterday watching a man with an assault weapon gunning down 19 children and two school teachers. God is not going to legislate common sense gun laws. What we need is to regulate assault weapons. Americans demand it!,-0.2652777777777778,-1, God was there yesterday watching a man with an assault weapon gunning down    children and two school teachers  God is not going to legislate common sense gun laws  What we need is to regulate assault weapons  Americans demand it 
251,251,2022-05-26 20:54:37+00:00,noahp614,@JRJ06426900 @HillaryClinton I had to take a class in order to carry concealed and apply for it and go in front of a gun board who then decided if I could get my license to carry. Everyone should take a basic gun safety class and practice gun safety!,0.0,0,  I had to take a class in order to carry concealed and apply for it and go in front of a gun board who then decided if I could get my license to carry  Everyone should take a basic gun safety class and practice gun safety 
252,252,2022-05-26 20:54:37+00:00,0livierArt,"@McConnellPress The issue is GUNS. There is no greater incidence of mental illness in the US. Gun regulation/preventing easy access/increasing the legal age to buy guns -  are the issues. Listen to the American people for a damn change! Other countries have done this successfully, why can't we?",0.1297619047619047,1, The issue is GUNS  There is no greater incidence of mental illness in the US  Gun regulation preventing easy access increasing the legal age to buy guns    are the issues  Listen to the American people for a damn change  Other countries have done this successfully  why can t we 
253,253,2022-05-26 20:54:37+00:00,Darklad52150228,"He's, such a joke..Just saying 😌 https://t.co/tv5MYV8loZ",0.0,0,He s  such a joke  Just saying      t co tv MYV loZ
254,254,2022-05-26 20:54:37+00:00,TheReticentHill,"@HenryFSkerritt @AngieDawnSG @huby @Marina_Sirtis @PsychFoundation Civil? She swore and yelled at us with her proverbial fingers in her ears. 

Mental health issues account for only 30% of mass shootings. Even with the best health care, it's your culture that needs to change.

You need gun control. https://t.co/BReysv3zuX",0.3,1,     Civil  She swore and yelled at us with her proverbial fingers in her ears    Mental health issues account for only     of mass shootings  Even with the best health care  it s your culture that needs to change   You need gun control     t co BReysv zuX
255,255,2022-05-26 20:54:37+00:00,LA2slc,"@NickFalacci @mckaycoppins It would be really nice if this was not overly simplistic. Unfortunately, it is. 

It would be nice if we could just point the finger at the big bad gun lobby, and say if we can just get rid of them, no one will have to die anymore. That isn't reality.",-0.0833333333333333,-1,  It would be really nice if this was not overly simplistic  Unfortunately  it is    It would be nice if we could just point the finger at the big bad gun lobby  and say if we can just get rid of them  no one will have to die anymore  That isn t reality 
256,256,2022-05-26 20:54:37+00:00,spam_uncle,"@turp_b65 @Jennife39481653 @itsJeffTiedrich Bullshit! If a bolt action rifle is close to a military weapon then so is an AR-15. Oh and by the way, doesnt matter if it aint a military weapon. Any gun is lethal.",-0.0333333333333333,-1,   Bullshit  If a bolt action rifle is close to a military weapon then so is an AR     Oh and by the way  doesnt matter if it aint a military weapon  Any gun is lethal 
257,257,2022-05-26 20:54:36+00:00,msevy,How to Prevent Gun Massacres? Look Around the World https://t.co/wX44NdYKSN via @NewYorker,0.0,0,How to Prevent Gun Massacres  Look Around the World    t co wX  NdYKSN via 
258,258,2022-05-26 20:54:36+00:00,tboynew,@dufort_jeanne @tplohetski @NotHoodlum So stop voting Republican people. Only if the Republican Party loses a LOT of elections will things like this begin to get addressed. The country is awash in guns because of the Republicans bought and paid for by the gun industry.,-0.15,-1,   So stop voting Republican people  Only if the Republican Party loses a LOT of elections will things like this begin to get addressed  The country is awash in guns because of the Republicans bought and paid for by the gun industry 
259,259,2022-05-26 20:54:36+00:00,dicktofel,"As the myth of “good guy with a gun” as the answer to mass shootings implodes, the pols afraid of the gun lobby will try to move along to create a new myth (one door, multiple guards, body armor, who knows). Let’s not take them too seriously this time.",-0.0193939393939393,-1,As the myth of  good guy with a gun  as the answer to mass shootings implodes  the pols afraid of the gun lobby will try to move along to create a new myth  one door  multiple guards  body armor  who knows   Let s not take them too seriously this time 
260,260,2022-05-26 20:54:36+00:00,CruellaDKill,My boss (a black man) just proposed a solution to mass shootings: Have every black person in the country buy a gun on the same day. Trigger a fear response. Get regulation passed in a day. I think he's only half joking.,-0.1,-1,My boss  a black man  just proposed a solution to mass shootings  Have every black person in the country buy a gun on the same day  Trigger a fear response  Get regulation passed in a day  I think he s only half joking 
261,261,2022-05-26 20:54:35+00:00,2emc,"Hey @MarshaBlackburn the gun lobby has spent $1,306,130  in support of you. Represent the voters, not the gun lobby, or come November we will https://t.co/NqUykDat4W #VoteYouOut",-0.1,-1,Hey  the gun lobby has spent             in support of you  Represent the voters  not the gun lobby  or come November we will    t co NqUykDat W #VoteYouOut
262,262,2022-05-26 20:54:35+00:00,OBX_Hokie,Herschel Walker probably doesn't need to comment on gun violence https://t.co/qTerVqXHwG,0.0,0,Herschel Walker probably doesn t need to comment on gun violence    t co qTerVqXHwG
263,263,2022-05-26 20:54:35+00:00,StarkyLuv73,"Y'see, the same folks against gun regulation are the same folks agains universal health care. Y'know, to help with that ""mental health"" issue they babble about after every gun massacre...",-0.025,-1,Y see  the same folks against gun regulation are the same folks agains universal health care  Y know  to help with that  mental health  issue they babble about after every gun massacre   
264,264,2022-05-26 20:54:35+00:00,DennisMadderra,"@lucy8a54 @seanhannity @RepAOC Maybe we should let them pass some ridiculous gun restriction.  When they challenged a 6/3 court over the Mississippi 12 week law, it gave them the opportunity to scrutinize past precedent.  Let’s do the same thing with 2A and get some of the state laws repealed!",-0.1944444444444444,-1,   Maybe we should let them pass some ridiculous gun restriction   When they challenged a     court over the Mississippi    week law  it gave them the opportunity to scrutinize past precedent   Let s do the same thing with  A and get some of the state laws repealed 
265,265,2022-05-26 20:54:35+00:00,LBertolett,@WhoCouldItBeNo1 @brian_ak47 @RepDeanPhillips Yes. That’s what I asked gun owners to at least meet half way and ban them. ENOUGH.,-0.1555555555555555,-1,   Yes  That s what I asked gun owners to at least meet half way and ban them  ENOUGH 
266,266,2022-05-26 20:54:35+00:00,JackMul45934503,"@CardiacKid1974 @AlbertBreer You're car isn't the same thing as a gun. Grow up man. It's insane that even the most basic gun laws terrify you people. You all have the same sick mentality... Not my kid, not my problem.",-0.2023809523809524,-1,  You re car isn t the same thing as a gun  Grow up man  It s insane that even the most basic gun laws terrify you people  You all have the same sick mentality    Not my kid  not my problem 
267,267,2022-05-26 20:54:35+00:00,MealBoi,@vSaWaii That second grader didn’t buy the gun that’s on the parents for not properly securing it.,0.0,0, That second grader didn t buy the gun that s on the parents for not properly securing it 
268,268,2022-05-26 20:54:35+00:00,Mike_Skinksy,Top Gun Maverick…… fucking brilliant  #TopGunMaverick,0.7,1,Top Gun Maverick   fucking brilliant  #TopGunMaverick
269,269,2022-05-26 20:54:35+00:00,politic_talks,Exclusive: McConnell says he has directed Cornyn to engage with Democrats on a 'bipartisan solution' on gun violence - CNN https://t.co/2punGK8jP4,0.0,0,Exclusive  McConnell says he has directed Cornyn to engage with Democrats on a  bipartisan solution  on gun violence   CNN    t co  punGK jP 
270,270,2022-05-26 20:54:34+00:00,drizza77,"@samponder Admit we don't know what the problem is???  What is difficult to figure out ?   There aren't ""Strict Gun Laws"" anywhere in this country.  Was that a joke? https://t.co/4koPgfTDxI",-0.5,-1, Admit we don t know what the problem is     What is difficult to figure out     There aren t  Strict Gun Laws  anywhere in this country   Was that a joke     t co  koPgfTDxI
271,271,2022-05-26 20:54:34+00:00,ElPasoScout,@Deebrown251 gun show,0.0,0, gun show
272,272,2022-05-26 20:54:34+00:00,mumbles4evr,"https://t.co/BqhNmK8VLH
Behind the scenes he still runs the show, Not Manchin. From his racist rhetoric with the Obama administration, all the way to giving the facade he wants bipartisanship, when in reality it's the November primaries that are his/GOP's concerns.",-0.1,-1,   t co BqhNmK VLH Behind the scenes he still runs the show  Not Manchin  From his racist rhetoric with the Obama administration  all the way to giving the facade he wants bipartisanship  when in reality it s the November primaries that are his GOP s concerns 
273,273,2022-05-26 20:54:34+00:00,Stony8455,@EuclidAlgorithm @Syrinx2011 @BurtonRyder781 @connie_sue22 @DavidKe18108637 @BillFOXLA They gave gun safes. They have gun locks. Hell now they have bio gun triggers they are working on.,0.0,0,      They gave gun safes  They have gun locks  Hell now they have bio gun triggers they are working on 
274,274,2022-05-26 20:54:34+00:00,straycunt,@JonPerne @CityNewsTO False dilemma. The armed guards aren't working and its been the only solution that gun loving pissboys like you are offering.  Ban the guns and then we discuss other options.,0.0187499999999999,1,  False dilemma  The armed guards aren t working and its been the only solution that gun loving pissboys like you are offering   Ban the guns and then we discuss other options 
275,275,2022-05-26 20:54:34+00:00,facts_seeking,"@HoustonChron Politicians shedding crocodile tears while taking “blood money” from NRA and gun lobbyists: John Cornyn-$583k, Pete Sessions-$204k, Ted Cruz-$176k, John Carter-$48k, Kevin Brady-$42.5k, Michael McCaul-$35.8k, Kay Granger-$35k, Henry Cuellar-$31.6k,Dan Patrick-$12.5k",0.0,0, Politicians shedding crocodile tears while taking  blood money  from NRA and gun lobbyists  John Cornyn     k  Pete Sessions     k  Ted Cruz     k  John Carter    k  Kevin Brady      k  Michael McCaul      k  Kay Granger    k  Henry Cuellar      k Dan Patrick      k
276,276,2022-05-26 20:54:33+00:00,molly_gb,"The National Rifle Association has played a big role in fueling gun violence. 

Thoughts &amp; prayers aren't enough. The NRA MUST cancel their upcoming TX convention out of respect for the communities who have lost their loved ones. 

Sign the petition now⬇️ https://t.co/KBtBtHEoy6",0.2333333333333333,1,The National Rifle Association has played a big role in fueling gun violence    Thoughts  amp  prayers aren t enough  The NRA MUST cancel their upcoming TX convention out of respect for the communities who have lost their loved ones    Sign the petition now      t co KBtBtHEoy 
277,277,2022-05-26 20:54:33+00:00,temptamperu,@dpakman and you are not allowed bring your gun to this NRA thing with trump and abbot and cruz... very interdesting,0.2,1, and you are not allowed bring your gun to this NRA thing with trump and abbot and cruz    very interdesting
278,278,2022-05-26 20:54:33+00:00,mcyprien04,"MR Biden I count on you for my request, make America great against I always worried we had so much to carry on your shoulders insecurity problem can be addressed please I begged this is sad. I am so sorry the all dramatic things people were facing because of one thing Gun issues",-0.0866666666666666,-1,MR Biden I count on you for my request  make America great against I always worried we had so much to carry on your shoulders insecurity problem can be addressed please I begged this is sad  I am so sorry the all dramatic things people were facing because of one thing Gun issues
279,279,2022-05-26 20:54:33+00:00,EMcGeeCle,"@rustbeltmalls I was a good kid, but I did get my ears pierced with the flesh poking gun of questionable hygenicness at the Midway Mall one.",0.0999999999999999,1, I was a good kid  but I did get my ears pierced with the flesh poking gun of questionable hygenicness at the Midway Mall one 
280,280,2022-05-26 20:54:32+00:00,Everevanss,@jamieleecarter Because they think they’re Top Gun Hollywood sharp shooter and if bad guys have guns they need guns to stop them 🙄🙄🙄🙄. And plus their rIgHtS 🤦🏼‍♀️,-0.1083333333333332,-1, Because they think they re Top Gun Hollywood sharp shooter and if bad guys have guns they need guns to stop them       And plus their rIgHtS      
281,281,2022-05-26 20:54:32+00:00,DrRev_Mustafa1,"Rupert Murdoch and Lachlan Murdoch should be arrested! Both are terrorists. They control media in Australia, UK, &amp; USA. Responsible for Iraq War and promoting far right WHITE extremism while making billions.

They promote gun control in Australia!

https://t.co/VkUT1o0Ni5",0.1464285714285714,1,Rupert Murdoch and Lachlan Murdoch should be arrested  Both are terrorists  They control media in Australia  UK   amp  USA  Responsible for Iraq War and promoting far right WHITE extremism while making billions   They promote gun control in Australia      t co VkUT o Ni 
282,282,2022-05-26 20:54:32+00:00,lisarndn,"@BillFOXLA Criminals always find a way, that's why gun laws don't work.",0.0,0, Criminals always find a way  that s why gun laws don t work 
283,283,2022-05-26 20:54:32+00:00,FlynnClif,"1) It's the guns, stupid. The states with the highest gun ownership rates have the highest gun death rates. Where there are fewer guns there are fewer deaths.",-0.7999999999999999,-1,   It s the guns  stupid  The states with the highest gun ownership rates have the highest gun death rates  Where there are fewer guns there are fewer deaths 
284,284,2022-05-26 20:54:32+00:00,Samueldcw12,Between republicans inaction on gun control and pandemic response how many deaths are they responsible for in this young decade? The ease with witch they are able to watch people die and remain staunchly opposed to any kind action is terrifying and evil.,0.0,0,Between republicans inaction on gun control and pandemic response how many deaths are they responsible for in this young decade  The ease with witch they are able to watch people die and remain staunchly opposed to any kind action is terrifying and evil 
285,285,2022-05-26 20:54:32+00:00,Je_suis_Gemeaux,"Only in America can you be a God fearing Christian who thinks anti abortion laws will stop abortions, but gun control legislation won't make a dent on gun violence.  #TexasSchoolMassacre",0.0,0,Only in America can you be a God fearing Christian who thinks anti abortion laws will stop abortions  but gun control legislation won t make a dent on gun violence   #TexasSchoolMassacre
286,286,2022-05-26 20:54:32+00:00,TeamHeinrich,"MAGA Republicans are using the Second Amendment as a scapegoat. As a gun owner, I’m in full support of passing commonsense gun reform to end the preventable acts of gun violence that are tearing our country apart. https://t.co/ZyNcVIESgW",0.175,1,MAGA Republicans are using the Second Amendment as a scapegoat  As a gun owner  I m in full support of passing commonsense gun reform to end the preventable acts of gun violence that are tearing our country apart     t co ZyNcVIESgW
287,287,2022-05-26 20:54:31+00:00,ThrstyNoneGiven,@PresidentSnider @academic_la Nope. Gun control isn’t Nazism,0.0,0,  Nope  Gun control isn t Nazism
288,288,2022-05-26 20:54:31+00:00,noosTePonSnEk,@GrandOleChachry @bip_rong @Joshuag13199098 @spadesway1 @BulletSlinger3 @Clarenc46924395 @elonmusk @AJDelgado13 FBI statistics from 1994 to 2004. Gun deaths were in the decline before the assault weapons ban. Also columbine happened during the assault weapons ban.,0.0,0,        FBI statistics from      to       Gun deaths were in the decline before the assault weapons ban  Also columbine happened during the assault weapons ban 
289,289,2022-05-26 20:54:31+00:00,SammyBunnyButt,"Remember a week or so ago when the senate passed a law overnight to hide their addresses and protect themselves and the SC from seeing upset citizens?

All 50 are takin a tax paid 10 day vacation after doing nothing for the public…again. 

https://t.co/RKlRGCxtbU",0.0,0,Remember a week or so ago when the senate passed a law overnight to hide their addresses and protect themselves and the SC from seeing upset citizens   All    are takin a tax paid    day vacation after doing nothing for the public again       t co RKlRGCxtbU
290,290,2022-05-26 20:54:31+00:00,PersistentWoman,"Hey @SenatorRomney the gun lobby has spent $13,647,676  in support of you. Represent the voters, not the gun lobby, or come November we will https://t.co/6PUyuPQpGl #VoteYouOut",-0.1,-1,Hey  the gun lobby has spent              in support of you  Represent the voters  not the gun lobby  or come November we will    t co  PUyuPQpGl #VoteYouOut
291,291,2022-05-26 20:54:30+00:00,TonesCarl,Simple: gun sales profits. Best government money can buy. https://t.co/MF2squ72oy,0.5,1,Simple  gun sales profits  Best government money can buy     t co MF squ  oy
292,292,2022-05-26 20:54:30+00:00,AnarionofGondor,@Nothingtohesere @bkerrjung @tmthylthm @ZPoole02 @CravingMoore @RobR1583 @johnpavlovitz So instead of appeals to emotion and logical fallacies. Do you actually have an argument with a logical stepwise and feasible plan? Considering that gun violence (and mass shootings) in the US as a whole is primarily black gangs and suicides of course.,0.1066666666666666,1,       So instead of appeals to emotion and logical fallacies  Do you actually have an argument with a logical stepwise and feasible plan  Considering that gun violence  and mass shootings  in the US as a whole is primarily black gangs and suicides of course 
293,293,2022-05-26 20:54:30+00:00,lookdeep2ctruth,@eddiemf1 @FoxNews @GovMurphy Where does it say I'm advocating no laws? We already have many gun laws. Laws that are not followed. Laws that are ignored in courts. Laws that criminals will never obey.,0.5,1,   Where does it say I m advocating no laws  We already have many gun laws  Laws that are not followed  Laws that are ignored in courts  Laws that criminals will never obey 
294,294,2022-05-26 20:54:30+00:00,Barkingskwerl,@elonmusk just recently you said Americans should have more children. But our children are being murdered in their schools because Republicans refuse to even consider common sense gun ownership laws. Maybe you should rethink your position on voting for Republicans.,0.0666666666666666,1, just recently you said Americans should have more children  But our children are being murdered in their schools because Republicans refuse to even consider common sense gun ownership laws  Maybe you should rethink your position on voting for Republicans 
295,295,2022-05-26 20:54:30+00:00,MervinMastishin,"@KyleJr49776215 @ryangrim Yea I know, my parents got me a .22 when I was about 13-14. Never took to it too much but I was just seeing how your experience differed from the one in the video

absolutely crazy these gun show/fair guys will just sell to a kid no questions asked and no parent present",-0.1333333333333333,-1,  Yea I know  my parents got me a     when I was about        Never took to it too much but I was just seeing how your experience differed from the one in the video  absolutely crazy these gun show fair guys will just sell to a kid no questions asked and no parent present
296,296,2022-05-26 20:54:30+00:00,JPScmeckles,@marxistmatty @SheehaKR @Digilympian @ChocolateNick @BrianLuper64 @retirein2022 @laurenboebert If you don’t have substance make childish insults. You can advocate for a gun ban all you want but it isn’t ever gonna happen. Guns don’t cause people to massacre others and wouldn’t stop if guns were somehow removed. This is all fact. Victims would be defenseless.,-0.3,-1,       If you don t have substance make childish insults  You can advocate for a gun ban all you want but it isn t ever gonna happen  Guns don t cause people to massacre others and wouldn t stop if guns were somehow removed  This is all fact  Victims would be defenseless 
297,297,2022-05-26 20:54:30+00:00,heatrockz,Can’t wait to see TOP GUN this weekend. Great timing with the name of the movie.,0.65,1,Can t wait to see TOP GUN this weekend  Great timing with the name of the movie 
298,298,2022-05-26 20:54:30+00:00,onthewingit,@SkyNews @jelle_simons @Stone_SkyNews Right to press him. Why is Cruz so wedded to the gun lobby? Why does the US have these awful experiences so repeatedly? Who is paying to prevent reform?,-0.3571428571428571,-1,   Right to press him  Why is Cruz so wedded to the gun lobby  Why does the US have these awful experiences so repeatedly  Who is paying to prevent reform 
299,299,2022-05-26 20:54:29+00:00,uncleowenlars,@guidox98 @Nate_W1e6e @supershayne So what gun law would you have put on place to prevent this out of curiosity?,0.0,0,   So what gun law would you have put on place to prevent this out of curiosity 
300,300,2022-05-26 20:54:29+00:00,guypmitch,@RobExamigan True but that guy that did the shooting was insane and bought the gun legally they need to have a mental health check up or something I heard the guy had cut himself and made threats at school of people should be taken off ability to buy a gun,-0.1375,-1, True but that guy that did the shooting was insane and bought the gun legally they need to have a mental health check up or something I heard the guy had cut himself and made threats at school of people should be taken off ability to buy a gun
301,301,2022-05-26 20:54:29+00:00,mike_stan7,If only there was a good guy with a gun there https://t.co/KTJOZYywUy,0.35,1,If only there was a good guy with a gun there    t co KTJOZYywUy
302,302,2022-05-26 20:54:29+00:00,LMAOpolitics,"@tedcruz 1-Senate Republicans voted against a possible gun reform measure.
2- You’re headed to the NRA convention. 
3- You’re useless.",-0.25,-1,   Senate Republicans voted against a possible gun reform measure     You re headed to the NRA convention      You re useless 
303,303,2022-05-26 20:54:29+00:00,MonsDerrMan,"@gamblebamble Yeah... Politicians all say the same BS and then you have people saying the usual ""guns don't kill people, people do"" and ""if only the teachers had guns"". You shouldn't need someone with a gun everywhere to keep you safe from someone else with a gun. That's insane.",-0.15,-1, Yeah    Politicians all say the same BS and then you have people saying the usual  guns don t kill people  people do  and  if only the teachers had guns   You shouldn t need someone with a gun everywhere to keep you safe from someone else with a gun  That s insane 
304,304,2022-05-26 20:54:29+00:00,jenresisted,"@tedcruz If you and Heidi lost your daughters in a school shooting, would you be comforted by the empty prayers of politicians or would you fight for gun control? @heidiscruz",-0.1,-1, If you and Heidi lost your daughters in a school shooting  would you be comforted by the empty prayers of politicians or would you fight for gun control  
305,305,2022-05-26 20:54:29+00:00,WorldInFlames3,@tedcruz Snooze wouldn’t know the first thing about how to control gun violence. The more guns the more money for Snooze!  Vote his silly azz out of office.,0.21875,1, Snooze wouldn t know the first thing about how to control gun violence  The more guns the more money for Snooze   Vote his silly azz out of office 
306,306,2022-05-26 20:54:28+00:00,clarissac49,@GeeSungee @CBSNews @TheDemocrats Criminals!!!!!! No mater this kid would of bought these guns. Legally or not Legally. Stop blaming the gun.,-0.1,-1,   Criminals       No mater this kid would of bought these guns  Legally or not Legally  Stop blaming the gun 
307,307,2022-05-26 20:54:28+00:00,IsaacSpaceman,When you gaslight America because you don’t want to admit that a “good guy with a gun” isn’t a magical cure for “a bad guy with a gun” https://t.co/2qgHsdb4vA,0.1666666666666667,1,When you gaslight America because you don t want to admit that a  good guy with a gun  isn t a magical cure for  a bad guy with a gun     t co  qgHsdb vA
308,308,2022-05-26 20:54:28+00:00,rongillmore,"“…yet another episode of stochastic annihilation…”

🇺🇸🔥🧐 #USGunDeaths, #US_Gun_Deaths",0.0,0,  yet another episode of stochastic annihilation         #USGunDeaths  #US Gun Deaths
309,309,2022-05-26 20:54:28+00:00,JayRBryant,@cosmic_kirby @DanielD1909 @DMJerad @Cnaternicola1 @AOC If we strictly enforce current gun laws and simply increase the penalty for the illegal sale of guns we would eliminate so many of these incidents. We don't because 1 side is arguing for more laws we won't enforce and the other is for the status quo.,0.0625,1,     If we strictly enforce current gun laws and simply increase the penalty for the illegal sale of guns we would eliminate so many of these incidents  We don t because   side is arguing for more laws we won t enforce and the other is for the status quo 
310,310,2022-05-26 20:54:28+00:00,josephzeballos,"No fresh action to stem gun violence + no white smoke on reconciliation/addressing a warming planet
https://t.co/xwXLZsWHyv",-0.0166666666666666,-1,No fresh action to stem gun violence   no white smoke on reconciliation addressing a warming planet    t co xwXLZsWHyv
311,311,2022-05-26 20:54:27+00:00,RoadScholar16,@TxDPS @TxDPSSouth You guys can't even pull of a press conference. I wouldn't trust any of you with a gun.,0.0,0, South You guys can t even pull of a press conference  I wouldn t trust any of you with a gun 
312,312,2022-05-26 20:54:27+00:00,PabloAdopt,"@drstarr16 @RealNedFowler @JerniganIke @AnnMSmith8 @StephenKing There are a million things we could do but the self centered, self entitled gun owners don’t want to hear it. I say let the survivors Sue the gun manufacturers. You want to see them focus on safety? Hold them accountable.",0.0,0,     There are a million things we could do but the self centered  self entitled gun owners don t want to hear it  I say let the survivors Sue the gun manufacturers  You want to see them focus on safety  Hold them accountable 
